date,event_name,postback_count
2026-04-17,zp_npuall,4600
2026-04-16,zp_npuall,4430
2026-04-15,zp_npuall,4079
2026-04-14,zp_npuall,3978
2026-04-13,zp_npuall,4072
2026-04-12,zp_npuall,4177
2026-04-11,zp_npuall,4219
2026-04-10,zp_npuall,3747
2026-04-09,zp_npuall,3608
2026-04-08,zp_npuall,3649
2026-04-07,zp_npuall,3553
2026-04-06,zp_npuall,3912
2026-04-05,zp_npuall,3909
2026-04-04,zp_npuall,3844
