campaign_id,state,timestamp
Nu3RqJ9SKxUQHmK4,PAUSED,2026-04-09 06:58:13.670934+00:00
Nu3RqJ9SKxUQHmK4,ACTIVE,2026-04-09 06:53:20.431447+00:00
Nu3RqJ9SKxUQHmK4,PAUSED,2026-04-09 06:24:26.375936+00:00
