mmp_bundle_id,os,device_model,osv,login_rate_pct,median_install_to_login_min,p75_install_to_login_min
id6739554561,IOS,iPhone16Plus,18.6.2,91.7,12.0,12.0
id6739554561,IOS,iPhone17ProMax,26.3,94.5,11.0,128.0
id6739554561,IOS,"iPhone14,6",26.1,95.0,25.0,55.0
id6739554561,IOS,"iPhone14,3",26.3.1,95.8,16.0,204.0
id6739554561,IOS,"iPhone14,5",26.2,98.4,26.0,51.0
id6739554561,IOS,"iPhone14,4",26.3.1,99.0,14.0,64.0
id6739554561,IOS,"iPhone16,1",18.6.2,100.0,21.0,32.0
id6739554561,IOS,"iPhone14,8",26.2.1,100.0,131.0,131.0
id6739554561,IOS,"iPhone14,4",26.2.1,100.0,13.0,13.0
id6749419759,IOS,"iPhone14,8",26.2,72.7,19.0,601.0
id6749419759,IOS,"iPhone16,1",18.5,81.8,16.0,19.0
id6749419759,IOS,"iPhone14,7",18.5,83.3,11.0,49.0
id6749419759,IOS,"iPhone14,7",26.2.1,91.3,15.0,174.0
id6749419759,IOS,iPhone,18.7.1,92.3,16.0,26.0
id6749419759,IOS,"iPhone14,5",26.2.1,93.1,18.0,346.0
id6749419759,IOS,iPhone17,26.3.1,95.5,12.0,69.0
id6749419759,IOS,"iPhone15,2",18.5,100.0,17.0,38.0
id6749527002,IOS,"iPhone10,2",16.7.10,10.0,47.0,47.0
id6749527002,IOS,iPad,26.1,21.9,11.0,284.0
id6749527002,IOS,"iPhone13,4",18.5,23.1,15.0,547.0
id6749527002,IOS,"iPhone13,2",18.6.2,23.5,14.0,16.0
id6749527002,IOS,"iPhone14,3",18.6.2,25.0,14.0,22.0
id6749527002,IOS,iPad,17.7.10,25.9,25.0,29.0
id6749527002,IOS,"iPhone14,7",18.6.2,30.4,11.0,246.0
id6749527002,IOS,"iPhone14,5",18.6.2,38.2,16.0,129.0
id6749527002,IOS,"iPhone13,4",26.2.1,44.4,24.0,452.0
id6749527002,IOS,"iPhone13,3",26.3.1,47.1,15.0,23.0
id6749527002,IOS,iPhone16,26.3.1,48.1,13.0,61.0
id6749527002,IOS,iPhone16e,26.3,58.8,12.0,21.0
id6749527002,IOS,iPhone17ProMax,26.1,84.6,22.0,74.0
id6757594307,IOS,iPhone16Pro,26.2,76.5,63.0,93.0
id6757594307,IOS,"iPhone14,7",26.2.1,81.8,938.0,938.0
id6757594307,IOS,"iPhone15,4",26.3,89.3,20.0,458.0
id6757594307,IOS,iPhone16ProMax,26.3,89.7,25.0,104.0
id6757594307,IOS,"iPhone15,4",26.2.1,91.7,198.0,458.0
id6757594307,IOS,"iPhone15,2",26.2.1,92.3,50.0,108.0
id6757594307,IOS,iPhone16ProMax,26.3.1,93.3,25.0,244.0
id6757594307,IOS,"iPhone14,7",26.3.1,93.8,13.0,232.0
id6757594307,IOS,"iPhone15,2",26.3.1,94.3,72.0,421.0
id6757594307,IOS,"iPhone16,1",26.3,96.9,78.0,238.0
id6757594307,IOS,"iPhone15,2",26.3,100.0,15.0,421.0
id6757594307,IOS,"iPhone14,8",26.3,100.0,128.0,193.0
id6757594307,IOS,iPhone16,26.3.1,100.0,41.0,110.0
id6757594307,IOS,"iPhone16,1",26.3.1,100.0,69.0,297.0
