hour_utc,campaign_id,reason_group,req_vol
2026-03-29 06:00:00,VveaqT1OAcxlbXSv,loss-based throttler,1.168E8
2026-03-29 06:00:00,VveaqT1OAcxlbXSv,category_blocked,1.129E8
2026-03-29 06:00:00,VveaqT1OAcxlbXSv,targeting filter,6.62E7
2026-03-29 06:00:00,VveaqT1OAcxlbXSv,inv format freq cap,3.56E7
2026-03-29 06:00:00,VveaqT1OAcxlbXSv,no compatible creatives,1.24E7
2026-03-29 06:00:00,VveaqT1OAcxlbXSv,blocked advertiser/app,9400000.0
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,bid_submitted,2.925E8
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,budget_overspent,1.8529E8
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,campaign_cap,9.22E7
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,no compatible creatives,8.3855E7
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,loss-based throttler,3.88E7
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,category_blocked,1.75E7
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,inv format freq cap,4900000.0
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,targeting filter,4300000.0
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,no available deal,2200000.0
2026-03-29 12:00:00,BhTo5PHbtcsuQwkh,blocked advertiser/app,800000.0
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,bid_submitted,2.4343E9
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,loss-based throttler,3.717E8
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,category_blocked,3.283E8
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,campaign_cap,2.566E8
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,inv format freq cap,1.141E8
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,targeting filter,7.12E7
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,no compatible creatives,2.93E7
2026-03-29 12:00:00,VveaqT1OAcxlbXSv,blocked advertiser/app,2.16E7
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,bid_submitted,1.714E8
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,no compatible creatives,7.3318E7
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,campaign_cap,5.63E7
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,category_blocked,1.48E7
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,loss-based throttler,1.07E7
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,inv format freq cap,8100000.0
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,targeting filter,1500000.0
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,blocked advertiser/app,800000.0
2026-03-29 18:00:00,BhTo5PHbtcsuQwkh,no available deal,300000.0
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,bid_submitted,3.4673E9
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,loss-based throttler,4.845E8
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,campaign_cap,4.605E8
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,category_blocked,3.046E8
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,inv format freq cap,1.269E8
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,targeting filter,7.78E7
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,blocked advertiser/app,3.66E7
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,no compatible creatives,3.12E7
2026-03-29 18:00:00,VveaqT1OAcxlbXSv,no available deal,100000.0
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,bid_submitted,3.17700001E8
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,no compatible creatives,2.06305E8
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,campaign_cap,9.54E7
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,category_blocked,4.94E7
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,loss-based throttler,3.04E7
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,inv format freq cap,9700000.0
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,targeting filter,5200000.0
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,blocked advertiser/app,1000000.0
2026-03-30 00:00:00,BhTo5PHbtcsuQwkh,no available deal,900003.0
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,bid_submitted,4.1452E9
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,campaign_cap,5.686E8
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,loss-based throttler,4.59E8
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,category_blocked,2.336E8
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,inv format freq cap,1.324E8
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,targeting filter,7.97E7
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,blocked advertiser/app,3.13E7
2026-03-30 00:00:00,VveaqT1OAcxlbXSv,no compatible creatives,2.78E7
2026-03-30 06:00:00,BhTo5PHbtcsuQwkh,bid_submitted,3.859E8
